Id,Symbol,ScientificName,ScientificNameComponents,CommonName,Group,RankId,Rank,Durations,GrowthHabits,NativeStatuses,MapCoordinates,PlantsDistributionResults,AcceptedId,OtherCommonNames,HasSynonyms,Ancestors,HasSubordinateTaxa,SubordinateTaxa,HasWildlife,Wildlife,HasWetlandData,WetlandData,HasImages,HasRelatedLinks,RelatedLinks,HasLegalStatuses,LegalStatuses,HasNoxiousStatuses,NoxiousStatuses,HasDocumentation,HasDistributionData,Documentation,PlantNotes,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,InvasiveStatuses,ProtectedStatuses,PlantGuideUrls,FactSheetUrls,HasCharacteristics,PlantLocationId,Characteristics,HasEthnobotany,Ethnobotanies,HasPollinator,Pollinators,ScientificSort,characteristics/0/Active Growth Period,characteristics/0/Bloat,characteristics/0/C:N Ratio,characteristics/0/Coppice Potential,characteristics/0/Fall Conspicuous,characteristics/0/Fire Resistant,characteristics/0/Flower Color,characteristics/0/Flower Conspicuous,characteristics/0/Foliage Color,characteristics/0/Foliage Porosity Summer,characteristics/0/Foliage Porosity Winter,characteristics/0/Foliage Texture,characteristics/0/Fruit/Seed Color,characteristics/0/Fruit/Seed Conspicuous,characteristics/0/Growth Form,characteristics/0/Growth Rate,"characteristics/0/Height at 20 Years, Maximum (feet)","characteristics/0/Height, Mature (feet)",characteristics/0/Known Allelopath,characteristics/0/Leaf Retention,characteristics/0/Lifespan,characteristics/0/Low Growing Grass,characteristics/0/Nitrogen Fixation,characteristics/0/Resprout Ability,characteristics/0/Shape and Orientation,characteristics/0/Toxicity,characteristics/0/Adapted to Coarse Textured Soils,characteristics/0/Adapted to Fine Textured Soils,characteristics/0/Adapted to Medium Textured Soils,characteristics/0/Anaerobic Tolerance,characteristics/0/CaCO3 Tolerance,characteristics/0/Cold Stratification Required,characteristics/0/Drought Tolerance,characteristics/0/Fertility Requirement,characteristics/0/Fire Tolerance,"characteristics/0/Frost Free Days, Minimum",characteristics/0/Hedge Tolerance,characteristics/0/Moisture Use,"characteristics/0/pH, Maximum","characteristics/0/pH, Minimum","characteristics/0/Planting Density per Acre, Maximum","characteristics/0/Planting Density per Acre, Minimum","characteristics/0/Precipitation, Maximum","characteristics/0/Precipitation, Minimum","characteristics/0/Root Depth, Minimum (inches)",characteristics/0/Salinity Tolerance,characteristics/0/Shade Tolerance,"characteristics/0/Temperature, Minimum (°F)",characteristics/0/Bloom Period,characteristics/0/Commercial Availability,characteristics/0/Fruit/Seed Abundance,characteristics/0/Fruit/Seed Period Begin,characteristics/0/Fruit/Seed Period End,characteristics/0/Fruit/Seed Persistence,characteristics/0/Propagated by Bare Root,characteristics/0/Propagated by Bulb,characteristics/0/Propagated by Container,characteristics/0/Propagated by Corm,characteristics/0/Propagated by Cuttings,characteristics/0/Propagated by Seed,characteristics/0/Propagated by Sod,characteristics/0/Propagated by Sprigs,characteristics/0/Propagated by Tubers,characteristics/0/Seed per Pound,characteristics/0/Seed Spread Rate,characteristics/0/Seedling Vigor,characteristics/0/Small Grain,characteristics/0/Vegetative Spread Rate,characteristics/0/Berry/Nut/Seed Product,characteristics/0/Christmas Tree Product,characteristics/0/Fodder Product,characteristics/0/Fuelwood Product,characteristics/0/Lumber Product,characteristics/0/Naval Store Product,characteristics/0/Nursery Stock Product,characteristics/0/Palatable Browse Animal,characteristics/0/Palatable Human,characteristics/0/Post Product,characteristics/0/Pulpwood Product,characteristics/0/Veneer Product,characteristics/0/Protein Potential,characteristics/0/Palatable Graze Animal,Synonyms/0/Id,Synonyms/0/Symbol,Synonyms/0/ScientificName,Synonyms/0/ScientificNameComponents,Synonyms/0/CommonName,Synonyms/0/Group,Synonyms/0/RankId,Synonyms/0/Rank,Synonyms/0/Durations,Synonyms/0/GrowthHabits,Synonyms/0/NativeStatuses,Synonyms/0/MapCoordinates,Synonyms/0/PlantsDistributionResults,Synonyms/0/AcceptedId,Synonyms/0/OtherCommonNames,Synonyms/0/HasSynonyms,Synonyms/0/Synonyms/0,Synonyms/0/Ancestors,Synonyms/0/HasSubordinateTaxa,Synonyms/0/SubordinateTaxa,Synonyms/0/HasWildlife,Synonyms/0/Wildlife,Synonyms/0/HasWetlandData,Synonyms/0/WetlandData,Synonyms/0/HasImages,Synonyms/0/HasRelatedLinks,Synonyms/0/RelatedLinks,Synonyms/0/HasLegalStatuses,Synonyms/0/LegalStatuses,Synonyms/0/HasNoxiousStatuses,Synonyms/0/NoxiousStatuses,Synonyms/0/HasDocumentation,Synonyms/0/HasDistributionData,Synonyms/0/Documentation,Synonyms/0/PlantNotes,Synonyms/0/NumImages,Synonyms/0/ProfileImageFilename,Synonyms/0/ImageId,Synonyms/0/HasInvasiveStatuses,Synonyms/0/InvasiveStatuses,Synonyms/0/ProtectedStatuses,Synonyms/0/PlantGuideUrls,Synonyms/0/FactSheetUrls,Synonyms/0/HasCharacteristics,Synonyms/0/PlantLocationId,Synonyms/0/Characteristics,Synonyms/0/HasEthnobotany,Synonyms/0/Ethnobotanies,Synonyms/0/HasPollinator,Synonyms/0/Pollinators,Synonyms/0/ScientificSort,characteristics/0/After Harvest Regrowth Rate
91824,SPPR,&lt;i&gt;Spiraea prunifolia&lt;/i&gt; Siebold &amp; Zucc.,,bridalwreath spirea,,0,,,,,,,91824,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Spiraea prunifolia Siebold &amp; Zucc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91846,SPTO2,&lt;i&gt;Spiraea tomentosa&lt;/i&gt; L.,,steeplebush,,0,,,,,,,91846,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,spto2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Spiraea tomentosa L.,Spring and Summer,None,High,No,Yes,No,Purple,Yes,Green,Dense,Moderate,Medium,Brown,No,Rhizomatous,Moderate,4,4.0,No,No,Moderate,No,None,Yes,Erect,None,Yes,Yes,Yes,Low,Medium,Yes,Medium,Low,Medium,110,Medium,Low,7.0,4.5,4800,1800,60,30,14,None,Intolerant,-33,Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,1100000,Moderate,Low,No,Slow,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91849,SPTR2,&lt;i&gt;Spiraea trilobata&lt;/i&gt; L.,,Asian meadowsweet,,0,,,,,,,91849,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Spiraea trilobata L.,Spring and Summer,None,High,No,Yes,No,White,Yes,Green,Dense,Moderate,Fine,Brown,No,Multiple Stem,Moderate,4,4.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,Yes,Yes,Yes,None,None,Yes,Medium,Medium,Medium,145,Medium,Medium,6.8,5.0,1700,1200,60,35,14,None,Intermediate,-23,Early Summer,Routinely Available,,Summer,Fall,No,Yes,No,Yes,No,Yes,No,No,No,No,,None,,No,None,No,No,No,,No,No,Yes,Low,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30717,SPCE,&lt;i&gt;Spiranthes cernua&lt;/i&gt; (L.) Rich.,,nodding lady's tresses,,0,,,,,,,30717,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,15,spce_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spiranthes cernua (L.) Rich.,Spring and Summer,None,Low,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,,1.5,No,No,Short,No,None,No,Erect,None,No,Yes,Yes,High,Low,No,None,Medium,Medium,90,None,High,6.5,4.5,10000,2700,55,24,8,None,Intolerant,-38,Late Summer,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,Yes,,Slow,Low,No,None,No,No,No,,No,No,No,,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
30763,SPRO,&lt;i&gt;Spiranthes romanzoffiana&lt;/i&gt; Cham.,,hooded lady's tresses,,0,,,,,,,30763,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,15,spro_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Spiranthes romanzoffiana Cham.,Summer,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Medium,Brown,No,Single Crown,Moderate,,2.5,No,No,Short,No,None,No,Erect,None,No,Yes,Yes,High,Low,No,None,Medium,Low,85,None,High,8.5,4.5,,,55,12,8,None,Intermediate,-38,Mid Summer,No Known Source,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1100000,Slow,Low,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
16483,SPPO,&lt;i&gt;Spirodela polyrrhiza&lt;/i&gt; (L.) Schleid.,,common duckmeat,,0,,,,,,,16483,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,sppo_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Spirodela polyrrhiza (L.) Schleid.,Spring,None,Medium,No,No,Yes,Green,Yes,Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,,,No,No,Short,No,None,No,Prostrate,None,No,Yes,Yes,High,Medium,No,None,Medium,,120,None,High,8.6,5.0,4800,2700,55,12,0,None,Intermediate,-38,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,,Slow,High,No,Rapid,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
93038,SPMO,&lt;i&gt;Spondias mombin&lt;/i&gt; L.,,yellow mombin,,0,,,,,,,93038,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Spondias mombin L.,Spring,None,,No,No,No,White,Yes,Green,Dense,Moderate,Medium,Yellow,Yes,Single Crown,Moderate,35,45.0,No,No,,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,,365,Low,,7.9,4.8,640,320,120,30,36,,Intolerant,30,Spring,Routinely Available,,Summer,Winter,No,Yes,No,No,No,Yes,Yes,No,Yes,No,2601,,,No,,Yes,No,Yes,Medium,Yes,No,No,Medium,Yes,Yes,Yes,No,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25805,SPAI,&lt;i&gt;Sporobolus airoides&lt;/i&gt; (Torr.) Torr.,,alkali sacaton,,0,,,,,,,25805,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,spai_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus airoides (Torr.) Torr.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,3.0,No,No,Moderate,No,None,No,Erect,None,Yes,Yes,Yes,Low,High,No,High,Medium,Medium,136,None,Low,9.0,6.6,,,13,5,16,High,Intolerant,-13,Mid Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1750000,Slow,Low,No,None,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
25817,SPCOC2,&lt;i&gt;Sporobolus compositus&lt;/i&gt; (Poir.) Merr. var. &lt;i&gt;compositus &lt;/i&gt;,,composite dropseed,,0,,,,,,,25817,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,spas_003_thp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus compositus (Poir.) Merr. var. compositus,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,3.0,No,No,Long,No,None,No,Erect,None,Yes,No,Yes,None,Low,No,High,Low,High,100,None,Low,7.0,5.5,,,50,16,10,None,Intolerant,-38,Summer,No Known Source,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,759362,Slow,Medium,No,Slow,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25831,SPCR,&lt;i&gt;Sporobolus cryptandrus&lt;/i&gt; (Torr.) A. Gray,,sand dropseed,,0,,,,,,,25831,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,8,spcr_003_tvp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus cryptandrus (Torr.) A. Gray,Spring,None,High,No,No,No,Yellow,No,Green,Porous,Porous,Fine,Brown,No,Bunch,Moderate,,3.0,No,No,Short,No,None,No,Erect,None,Yes,No,Yes,None,Medium,No,High,Low,Medium,150,None,Low,8.0,6.6,,,16,8,18,Medium,Intolerant,-38,Late Summer,Routinely Available,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,5600080,Rapid,Low,No,None,No,No,No,,No,No,No,Medium,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25848,SPFL2,&lt;i&gt;Sporobolus flexuosus&lt;/i&gt; (Thurb. ex Vasey) Rydb.,,mesa dropseed,,0,,,,,,,25848,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,spfl2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus flexuosus (Thurb. ex Vasey) Rydb.,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,3.0,No,No,Long,No,None,No,Erect,None,Yes,No,Yes,None,Low,No,High,Low,High,140,None,Low,8.0,6.0,,,18,5,10,None,Intolerant,-3,Late Spring,Contracting Only,High,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,3645000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,No,No,No,No,Low,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25851,SPHE,&lt;i&gt;Sporobolus heterolepis&lt;/i&gt; (A. Gray) A. Gray,,prairie dropseed,,0,,,,,,,25851,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,sphe_003_thp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus heterolepis (A. Gray) A. Gray,Spring and Summer,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.3,No,No,Moderate,No,None,No,Erect,None,No,No,Yes,None,Low,No,Medium,Medium,High,100,None,Low,7.2,6.0,,,35,20,12,None,Intermediate,-38,Summer,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,1200000,Slow,Medium,No,None,No,No,Yes,,No,No,No,Low,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25866,SPIN5,&lt;i&gt;Sporobolus interruptus&lt;/i&gt; Vasey,,black dropseed,,0,,,,,,,25866,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,spin5_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus interruptus Vasey,"Spring, Summer, Fall",None,Medium,No,No,No,Yellow,No,Green,Dense,Porous,Medium,Brown,No,Bunch,Moderate,,2.5,No,No,Long,No,None,No,Erect,None,Yes,Yes,Yes,None,Medium,No,High,Low,High,160,Medium,Low,8.0,5.0,,,20,5,16,Low,Intermediate,-8,Mid Summer,No Known Source,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1200000,Moderate,Medium,No,Slow,No,No,Yes,,No,No,No,High,No,No,No,No,Medium,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25900,SPVI3,&lt;i&gt;Sporobolus virginicus&lt;/i&gt; (L.) Kunth,,seashore dropseed,,0,,,,,,,25900,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,2,spvi3_001_tvd.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus virginicus (L.) Kunth,Year Round,None,High,No,No,No,Brown,No,Green,Moderate,Moderate,Medium,Brown,No,Rhizomatous,Moderate,,2.0,No,Yes,Long,Yes,None,No,Decumbent,None,Yes,Yes,Yes,Medium,High,No,High,Medium,Medium,365,None,Low,8.0,6.0,16000,1000,40,20,18,High,Intermediate,17,Summer,Routinely Available,Low,Summer,Fall,No,No,No,Yes,No,No,No,No,Yes,No,2000000,Slow,Medium,No,Moderate,No,No,No,,No,No,No,Medium,No,No,No,No,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
25902,SPWR2,&lt;i&gt;Sporobolus wrightii&lt;/i&gt; Munro ex Scribn.,,big sacaton,,0,,,,,,,25902,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,spwr2_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Sporobolus wrightii Munro ex Scribn.,Summer,None,High,No,No,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Bunch,Moderate,,5.5,No,No,Moderate,No,None,No,Erect,None,Yes,No,Yes,None,High,No,Medium,Low,Medium,160,None,Medium,8.0,5.6,,,20,5,20,Low,Intolerant,-13,Late Summer,Field Collections Only,High,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,1965000,Moderate,Medium,No,None,No,No,Yes,,No,No,No,Medium,No,No,No,No,Medium,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
46743,STPA,&lt;i&gt;Stachys palustris&lt;/i&gt; L.,,marsh hedgenettle,,0,,,,,,,46743,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,7,stpa_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stachys palustris L.,Spring and Summer,None,High,No,No,No,Purple,Yes,Dark Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,3.0,No,No,Moderate,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,Low,Medium,Medium,125,None,High,8.0,5.7,1700,1200,55,14,10,Low,Intermediate,-38,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,585800,Moderate,Medium,No,Moderate,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
46776,STTE,&lt;i&gt;Stachys tenuifolia&lt;/i&gt; Willd.,,smooth hedgenettle,,0,,,,,,,46776,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,stte_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Stachys tenuifolia Willd.,Spring and Summer,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,,25.0,No,No,Moderate,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Medium,Medium,125,None,High,7.4,5.7,1700,1200,55,28,10,None,Tolerant,-33,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,157000,Moderate,Medium,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
82566,STMO,&lt;i&gt;Stahlia monosperma&lt;/i&gt; (Tul.) Urb.,,cobana negra,,0,,,,,,,82566,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Stahlia monosperma (Tul.) Urb.,Spring,None,,No,No,No,Yellow,Yes,Green,Dense,Dense,Coarse,Red,Yes,,,75,50.0,No,Yes,,No,None,No,,None,Yes,No,Yes,Medium,,No,Medium,Medium,,365,Low,,7.9,7.5,640,320,60,20,36,Medium,,40,Spring,,,Summer,Summer,No,No,No,No,No,No,Yes,No,No,No,,,,No,,No,No,Yes,Low,Yes,No,No,Medium,No,Yes,No,No,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58461,STLO,&lt;i&gt;Stellaria longifolia&lt;/i&gt; Muhl. ex Willd.,,longleaf starwort,,0,,,,,,,58461,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,5,stlo_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stellaria longifolia Muhl. ex Willd.,Spring and Summer,None,Medium,No,No,No,Green,No,Dark Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,,1.5,No,No,Moderate,No,None,No,Decumbent,None,No,Yes,Yes,High,Low,No,None,Low,Medium,90,None,High,6.5,4.0,11000,4800,55,14,8,None,Tolerant,-38,Late Spring,No Known Source,Medium,Summer,Summer,No,Yes,No,No,No,No,Yes,No,No,No,1300000,Slow,Low,No,None,No,No,No,,No,No,No,,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
58466,STLO2,&lt;i&gt;Stellaria longipes&lt;/i&gt; Goldie,,longstalk starwort,,0,,,,,,,58466,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,6,stlo2_001_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stellaria longipes Goldie,Spring,None,Low,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,,0.9,No,No,Short,No,None,No,Semi-Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Medium,Medium,120,None,High,8.5,4.8,11000,4800,55,10,8,None,Intermediate,-33,Mid Spring,No Known Source,Medium,Spring,Summer,No,Yes,No,No,No,No,Yes,No,No,No,1100000,Moderate,High,No,Moderate,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
58513,STNI,&lt;i&gt;Stellaria nitens&lt;/i&gt; Nutt.,,shiny chickweed,,0,,,,,,,58513,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,Stellaria nitens Nutt.,Spring,None,Low,No,No,No,White,No,Green,Porous,Porous,Fine,Brown,No,Single Crown,Rapid,,0.8,No,No,,No,None,No,Erect,None,Yes,Yes,Yes,None,Medium,No,Low,Medium,None,80,None,Medium,8.5,6.4,,,20,10,3,None,Tolerant,47,Winter,No Known Source,High,Spring,Spring,No,No,No,No,No,No,Yes,No,No,No,1600000,Rapid,High,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
58536,STUM,&lt;i&gt;Stellaria umbellata&lt;/i&gt; Turcz. ex Kar. &amp; Kir.,,umbrella starwort,,0,,,,,,,58536,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,stum_002_thp.jpg,0,false,,,,,false,0,,false,,false,,Stellaria umbellata Turcz. ex Kar. &amp; Kir.,Spring and Summer,None,Medium,No,No,No,White,No,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,,1.0,No,No,Moderate,No,None,No,Semi-Erect,None,No,Yes,Yes,High,Medium,No,None,Medium,Low,100,None,High,7.5,6.0,4800,2700,20,10,8,None,Tolerant,-28,Summer,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,900000,Slow,Low,No,Moderate,No,No,No,,No,No,No,,No,No,No,No,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
25909,STSE,&lt;i&gt;Stenotaphrum secundatum&lt;/i&gt; (Walter) Kuntze,,St. Augustine grass,,0,,,,,,,25909,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,stse_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stenotaphrum secundatum (Walter) Kuntze,Summer and Fall,None,Low,No,No,No,,No,Gray-Green,Dense,Porous,Coarse,,No,Rhizomatous,Moderate,,0.6,No,No,Long,Yes,None,No,Prostrate,None,No,Yes,No,None,Low,No,Low,High,High,180,None,High,7.5,4.8,43000,10000,60,30,12,High,Intermediate,12,,Routinely Available,,,,No,No,No,No,No,No,No,Yes,Yes,No,,None,Low,No,Rapid,No,No,No,,No,No,No,Low,No,No,No,No,Low,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
40303,STARA,&lt;i&gt;Stenotus armerioides&lt;/i&gt; Nutt. var. &lt;i&gt;armerioides &lt;/i&gt;,,thrift mock goldenweed,,0,,,,,,,40303,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,1,stara_001_thp.jpg,0,false,,,,,false,0,,false,,false,,Stenotus armerioides Nutt. var. armerioides,Spring and Summer,None,Medium,No,No,No,Yellow,Yes,Gray-Green,Dense,Dense,Medium,Brown,No,Single Crown,Moderate,1,1.0,No,Yes,Long,No,None,No,Semi-Erect,None,Yes,No,No,None,Medium,Yes,High,Low,Medium,124,None,Low,8.0,6.3,4800,2700,20,12,14,None,Intolerant,-23,Late Spring,No Known Source,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Low,No,None,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow
16192,STFIF,&lt;i&gt;Stuckenia filiformis&lt;/i&gt; (Pers.) Börner ssp. &lt;i&gt;filiformis &lt;/i&gt;,,fineleaf pondweed,,0,,,,,,,16192,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,3,pofi2_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stuckenia filiformis (Pers.) Börner ssp. filiformis,Summer,None,Medium,No,No,No,Green,No,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,,,No,No,Short,No,None,No,Prostrate,None,No,No,No,High,Low,No,None,Medium,,120,None,High,8.0,6.0,4800,1700,55,12,0,None,Intolerant,-38,Mid Summer,No Known Source,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,Yes,No,,Slow,Medium,No,Moderate,No,No,No,,No,No,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16200,STPE15,&lt;i&gt;Stuckenia pectinata&lt;/i&gt; (L.) Börner,,sago pondweed,,0,,,,,,,16200,,false,,false,,false,,false,,false,false,,false,,false,,false,false,,,4,pope6_002_tvp.jpg,0,false,,,,,false,0,,false,,false,,Stuckenia pectinata (L.) Börner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16203,STPE12,"&lt;i&gt;Stuckenia pectinatus&lt;/i&gt; (L.) Börner, database artifact",,,,0,,,,,,,16200,,false,,,false,,false,,false,,false,false,,false,,false,,false,false,,,0,,0,false,,,,,false,0,,false,,false,,,
